'2019-05-16 14:33:05.149426', ' ', ' ', ' ', ' ', '0',('127.0.0.1', 56230)
'2019-05-16 14:33:10.249718', ' ', ' ', ' ', ' ', '0',('127.0.0.1', 56230)
'2019-05-16 23:37:30.329777', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2273)
'2019-05-16 23:37:35.431085', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2273)
'2019-05-16 23:38:43.774080', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2277)
'2019-05-16 23:38:48.876206', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2277)
'2019-05-16 23:39:26.990232', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2283)
'2019-05-16 23:39:32.091616', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2283)
'2019-05-16 23:41:27.672692', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2291)
'2019-05-16 23:41:32.774721', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2291)
'2019-05-16 23:41:37.876034', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2291)
'2019-05-16 23:41:42.977467', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2291)
'2019-05-16 23:41:48.079198', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2291)
'2019-05-16 23:41:53.180908', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2291)
'2019-05-16 23:41:58.282505', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2291)
'2019-05-16 23:42:22.397747', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2296)
'2019-05-16 23:42:27.499525', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2296)
'2019-05-16 23:42:32.601580', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2296)
'2019-05-16 23:42:37.702929', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2296)
'2019-05-16 23:42:42.804498', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2296)
'2019-05-16 23:42:47.905706', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2296)
'2019-05-16 23:42:53.006850', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2296)
'2019-05-16 23:52:24.277525', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2326)
'2019-05-16 23:52:29.378811', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2326)
'2019-05-16 23:52:34.480002', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2326)
'2019-05-16 23:52:39.582015', ' ', ' ', ' ', ' ', '10',('127.0.0.1', 2326)
'2019-05-16 23:59:54.405322', ' ', ' ', ' ', ' ', '10',('127.0.0.1': 2361)
'2019-05-27 00:52:57.303779', '6', '6', '6', '6', 'None',127.0.0.1
'2019-05-27 00:53:02.405845', '7', '7', '7', '7', 'None',127.0.0.1
'2019-05-27 00:53:07.507918', '8', '8', '8', '8', 'None',127.0.0.1
'2019-05-27 00:53:12.609995', '9', '9', '9', '9', 'None',127.0.0.1
'2019-05-27 00:53:17.712067', '10', '10', '10', '10', 'None',127.0.0.1
'2019-05-27 00:53:22.814157', '11', '11', '11', '11', 'None',127.0.0.1
'2019-05-27 00:53:27.916234', '12', '12', '12', '12', 'None',127.0.0.1
'2019-05-27 00:53:33.018299', '13', '13', '13', '13', 'None',127.0.0.1
'2019-05-27 00:53:38.119380', '14', '14', '14', '14', 'None',127.0.0.1
'2019-05-27 00:53:43.221471', '15', '15', '15', '15', 'None',127.0.0.1
'2019-05-27 00:53:48.323550', '16', '16', '16', '16', 'None',127.0.0.1
'2019-05-27 00:53:56.066105', '2', '2', '2', '2',127.0.0.1
'2019-05-27 00:54:01.168183', '3', '3', '3', '3',127.0.0.1
'2019-05-27 00:54:06.270274', '4', '4', '4', '4',127.0.0.1
'2019-05-27 00:54:11.372337', '5', '5', '5', '5',127.0.0.1
'2019-05-27 00:54:16.474415', '6', '6', '6', '6',127.0.0.1
'2019-05-27 00:54:21.576505', '7', '7', '7', '7',127.0.0.1
'2019-05-27 00:54:23.433431', '2', '2', '2', '2',127.0.0.1
'2019-05-27 00:54:28.535520', '3', '3', '3', '3',127.0.0.1
'2019-05-27 00:54:33.637587', '4', '4', '4', '4',127.0.0.1
'2019-05-27 00:56:10.492136', '2', '2', '2', '2',127.0.0.1
'2019-05-27 00:56:15.594203', '3', '3', '3', '3',127.0.0.1
'2019-05-27 00:56:20.695291', '4', '4', '4', '4',127.0.0.1
'2019-05-27 00:56:25.797361', '5', '5', '5', '5',127.0.0.1
'2019-05-27 00:56:40.927712', '2', '2', '2', '2',127.0.0.1
'2019-05-27 00:56:46.029773', '3', '3', '3', '3',127.0.0.1
'2019-05-27 00:56:51.131869', '4', '4', '4', '4',127.0.0.1
'2019-05-27 01:12:25.282236', '2', '2', '2', '2',127.0.0.1
'2019-05-27 01:12:30.384313', '3', '3', '3', '3',127.0.0.1
'2019-05-27 01:12:35.486386', '4', '4', '4', '4',127.0.0.1
'2019-05-27 01:12:40.588466', '5', '5', '5', '5',127.0.0.1
'2019-05-27 01:12:45.690552', '6', '6', '6', '6',127.0.0.1
'2019-05-27 01:12:50.792632', '7', '7', '7', '7',127.0.0.1
'2019-05-27 01:12:55.894706', '8', '8', '8', '8',127.0.0.1
'2019-05-27 01:20:46.677908', '2', '2', '2', '2',127.0.0.1
'2019-05-27 01:20:51.779363', '3', '3', '3', '3',127.0.0.1
'2019-05-27 01:21:04', '2', '2', '2', '2',127.0.0.1
'2019-05-27 01:21:09', '3', '3', '3', '3',127.0.0.1
'2019-05-27 01:21:14', '4', '4', '4', '4',127.0.0.1
'2019-05-27 01:21:20', '5', '5', '5', '5',127.0.0.1
'2019-05-27 01:51:11', '2', '2', '2', '2',127.0.0.1
'2019-05-27 01:51:16', '3', '3', '3', '3',127.0.0.1
'2019-05-27 01:51:21', '4', '4', '4', '4',127.0.0.1
'2019-05-27 01:51:27', '5', '5', '5', '5',127.0.0.1
'2019-05-27 01:53:35', '2', '2', '2', '2',127.0.0.1
'2019-05-27 01:53:40', '3', '3', '3', '3',127.0.0.1
'2019-05-27 01:53:45', '4', '4', '4', '4',127.0.0.1
'2019-05-27 01:54:09', '2', '2', '2', '2',127.0.0.1
'2019-05-27 01:54:15', '3', '3', '3', '3',127.0.0.1
'2019-05-27 01:54:20', '4', '4', '4', '4',127.0.0.1
'2019-05-27 01:54:25', '5', '5', '5', '5',127.0.0.1
'2019-05-27 01:55:42', '2', '2', '2', '2',127.0.0.1
'2019-05-27 01:55:47', '3', '3', '3', '3',127.0.0.1
'2019-05-27 01:55:53', '4', '4', '4', '4',127.0.0.1
'2019-05-27 01:55:58', '5', '5', '5', '5',127.0.0.1
'2019-05-27 01:56:03', '6', '6', '6', '6',127.0.0.1
'2019-05-27 01:56:08', '7', '7', '7', '7',127.0.0.1
'2019-05-27 01:56:13', '8', '8', '8', '8',127.0.0.1
'2019-05-27 01:57:12', '2', '2', '2', '2',127.0.0.1
'2019-05-27 01:57:17', '3', '3', '3', '3',127.0.0.1
'2019-05-27 01:58:20', '2', '2', '2', '2',127.0.0.1
'2019-05-27 01:58:25', '3', '3', '3', '3',127.0.0.1
'2019-05-27 01:58:30', '4', '4', '4', '4',127.0.0.1
'2019-05-27 01:58:35', '5', '5', '5', '5',127.0.0.1
'2019-05-27 01:58:40', '6', '6', '6', '6',127.0.0.1
'2019-05-27 01:58:45', '7', '7', '7', '7',127.0.0.1
'2019-05-27 01:58:51', '8', '8', '8', '8',127.0.0.1
'2019-05-27 01:59:30', '2', '2', '2', '2',127.0.0.1
'2019-05-27 01:59:35', '3', '3', '3', '3',127.0.0.1
'2019-05-27 01:59:40', '4', '4', '4', '4',127.0.0.1
'2019-05-27 01:59:45', '5', '5', '5', '5',127.0.0.1
'2019-05-27 01:59:50', '6', '6', '6', '6',127.0.0.1
'2019-05-27 02:01:50', '2', '2', '2', '2',127.0.0.1
'2019-05-27 02:01:55', '3', '3', '3', '3',127.0.0.1
'2019-05-27 02:02:00', '4', '4', '4', '4',127.0.0.1
'2019-05-27 02:02:05', '5', '5', '5', '5',127.0.0.1
'2019-05-27 02:02:10', '6', '6', '6', '6',127.0.0.1
'2019-05-27 02:02:15', '7', '7', '7', '7',127.0.0.1
'2019-05-27 02:07:30', '2', '2', '2', '2',127.0.0.1
'2019-05-27 02:07:35', '3', '3', '3', '3',127.0.0.1
'2019-05-27 02:07:40', '4', '4', '4', '4',127.0.0.1
'2019-05-27 02:07:45', '5', '5', '5', '5',127.0.0.1
'2019-05-27 02:07:50', '6', '6', '6', '6',127.0.0.1
'2019-05-27 02:08:32', '2', '2', '2', '2',127.0.0.1
'2019-05-27 02:08:37', '3', '3', '3', '3',127.0.0.1
'2019-05-27 02:08:42', '4', '4', '4', '4',127.0.0.1
'2019-05-27 02:08:47', '5', '5', '5', '5',127.0.0.1
'2019-05-27 02:08:52', '6', '6', '6', '6',127.0.0.1
'2019-05-27 02:08:57', '7', '7', '7', '7',127.0.0.1
'2019-05-27 02:09:02', '8', '8', '8', '8',127.0.0.1
'2019-05-27 02:09:08', '9', '9', '9', '9',127.0.0.1
'2019-05-27 02:09:13', '10', '10', '10', '10',127.0.0.1
'2019-05-27 02:09:18', '11', '11', '11', '11',127.0.0.1
'2019-05-27 02:09:22', '2', '2', '2', '2',127.0.0.1
'2019-05-27 02:09:27', '3', '3', '3', '3',127.0.0.1
'2019-05-27 02:09:32', '4', '4', '4', '4',127.0.0.1
'2019-05-27 02:09:37', '5', '5', '5', '5',127.0.0.1
'2019-05-27 02:10:25', '2', '2', '2', '2',127.0.0.1
'2019-05-27 02:10:30', '3', '3', '3', '3',127.0.0.1
'2019-05-27 02:10:35', '4', '4', '4', '4',127.0.0.1
'2019-05-27 02:10:57', '2', '2', '2', '2',127.0.0.1
'2019-05-27 02:11:02', '3', '3', '3', '3',127.0.0.1
'2019-05-27 02:11:07', '4', '4', '4', '4',127.0.0.1
'2019-05-27 02:11:13', '5', '5', '5', '5',127.0.0.1
'2019-05-27 02:11:28', '2', '2', '2', '2',127.0.0.1
'2019-05-27 02:11:33', '3', '3', '3', '3',127.0.0.1
'2019-05-27 02:11:38', '4', '4', '4', '4',127.0.0.1
'2019-05-27 02:11:43', '5', '5', '5', '5',127.0.0.1
'2019-05-27 02:11:48', '6', '6', '6', '6',127.0.0.1
'2019-05-27 02:11:53', '7', '7', '7', '7',127.0.0.1
'2019-05-27 02:11:58', '8', '8', '8', '8',127.0.0.1
'2019-05-27 02:12:03', '9', '9', '9', '9',127.0.0.1
'2019-05-27 02:12:08', '10', '10', '10', '10',127.0.0.1
'2019-05-27 02:12:14', '11', '11', '11', '11',127.0.0.1
'2019-05-27 02:12:19', '12', '12', '12', '12',127.0.0.1
'2019-05-27 02:12:24', '13', '13', '13', '13',127.0.0.1
'2019-05-27 02:12:29', '14', '14', '14', '14',127.0.0.1
'2019-05-27 02:12:34', '15', '15', '15', '15',127.0.0.1
'2019-05-27 02:12:39', '16', '16', '16', '16',127.0.0.1
'2019-05-27 02:12:44', '17', '17', '17', '17',127.0.0.1
'2019-05-27 02:12:49', '18', '18', '18', '18',127.0.0.1
'2019-05-27 02:12:54', '19', '19', '19', '19',127.0.0.1
'2019-05-27 02:31:05', '6', '6', '6', '6',127.0.0.1
'2019-05-27 02:31:10', '11', '11', '11', '11',127.0.0.1
'2019-05-27 02:31:15', '16', '16', '16', '16',127.0.0.1
'2019-05-27 02:31:20', '21', '21', '21', '21',127.0.0.1
'2019-05-27 02:31:25', '26', '26', '26', '26',127.0.0.1
'2019-05-27 02:31:30', '31', '31', '31', '31',127.0.0.1
'2019-05-27 02:31:35', '36', '36', '36', '36',127.0.0.1
'2019-05-27 02:31:40', '41', '41', '41', '41',127.0.0.1
'2019-05-27 02:31:46', '46', '46', '46', '46',127.0.0.1
'2019-05-27 02:31:51', '51', '51', '51', '51',127.0.0.1
'2019-05-27 02:31:56', '56', '56', '56', '56',127.0.0.1
'2019-05-27 02:32:01', '61', '61', '61', '61',127.0.0.1
'2019-05-27 11:44:12', '6', '6', '6', '6',127.0.0.1
'2019-05-27 11:44:16', '6', '6', '6', '6',127.0.0.1
'2019-05-27 11:44:17', '11', '11', '11', '11',127.0.0.1
'2019-05-27 11:44:19', '6', '6', '6', '6',127.0.0.1
'2019-05-27 11:44:22', '11', '11', '11', '11',127.0.0.1
'2019-05-27 11:44:22', '16', '16', '16', '16',127.0.0.1
'2019-05-27 11:44:23', '6', '6', '6', '6',127.0.0.1
'2019-05-27 11:44:25', '11', '11', '11', '11',127.0.0.1
'2019-05-27 11:44:27', '6', '6', '6', '6',127.0.0.1
'2019-05-27 11:44:27', '16', '16', '16', '16',127.0.0.1
'2019-05-27 11:44:27', '21', '21', '21', '21',127.0.0.1
'2019-05-27 11:44:28', '11', '11', '11', '11',127.0.0.1
'2019-05-27 11:44:30', '16', '16', '16', '16',127.0.0.1
'2019-05-27 11:44:32', '11', '11', '11', '11',127.0.0.1
'2019-05-27 11:44:32', '21', '21', '21', '21',127.0.0.1
'2019-05-27 11:44:32', '26', '26', '26', '26',127.0.0.1
'2019-05-27 11:44:33', '16', '16', '16', '16',127.0.0.1
'2019-05-27 11:44:35', '21', '21', '21', '21',127.0.0.1
'2019-05-27 11:44:37', '16', '16', '16', '16',127.0.0.1
'2019-05-27 11:44:37', '26', '26', '26', '26',127.0.0.1
'2019-05-27 11:44:37', '31', '31', '31', '31',127.0.0.1
'2019-05-27 11:44:39', '21', '21', '21', '21',127.0.0.1
'2019-05-27 11:44:40', '26', '26', '26', '26',127.0.0.1
'2019-05-27 11:44:42', '21', '21', '21', '21',127.0.0.1
'2019-05-27 11:44:42', '31', '31', '31', '31',127.0.0.1
'2019-05-27 11:44:42', '36', '36', '36', '36',127.0.0.1
'2019-05-27 11:44:44', '26', '26', '26', '26',127.0.0.1
'2019-05-27 11:44:45', '31', '31', '31', '31',127.0.0.1
'2019-05-27 11:44:47', '26', '26', '26', '26',127.0.0.1
'2019-05-27 11:44:47', '36', '36', '36', '36',127.0.0.1
'2019-05-27 11:44:47', '41', '41', '41', '41',127.0.0.1
'2019-05-27 11:44:49', '31', '31', '31', '31',127.0.0.1
'2019-05-27 11:44:50', '36', '36', '36', '36',127.0.0.1
'2019-05-27 11:44:52', '31', '31', '31', '31',127.0.0.1
'2019-05-27 11:44:52', '41', '41', '41', '41',127.0.0.1
'2019-05-27 11:44:53', '46', '46', '46', '46',127.0.0.1
'2019-05-27 11:44:54', '36', '36', '36', '36',127.0.0.1
'2019-05-27 11:44:55', '41', '41', '41', '41',127.0.0.1
'2019-05-27 11:44:57', '36', '36', '36', '36',127.0.0.1
'2019-05-27 11:44:57', '46', '46', '46', '46',127.0.0.1
'2019-05-27 11:44:58', '51', '51', '51', '51',127.0.0.1
'2019-05-27 11:44:59', '41', '41', '41', '41',127.0.0.1
'2019-05-27 11:45:00', '46', '46', '46', '46',127.0.0.1
'2019-05-27 11:45:02', '41', '41', '41', '41',127.0.0.1
'2019-05-27 11:45:02', '51', '51', '51', '51',127.0.0.1
'2019-05-27 11:45:03', '56', '56', '56', '56',127.0.0.1
'2019-05-27 11:45:04', '46', '46', '46', '46',127.0.0.1
'2019-05-27 11:45:05', '51', '51', '51', '51',127.0.0.1
'2019-05-27 11:45:07', '46', '46', '46', '46',127.0.0.1
'2019-05-27 11:45:08', '56', '56', '56', '56',127.0.0.1
'2019-05-27 11:45:08', '61', '61', '61', '61',127.0.0.1
'2019-05-27 11:45:09', '51', '51', '51', '51',127.0.0.1
'2019-05-27 11:45:11', '56', '56', '56', '56',127.0.0.1
'2019-05-27 11:45:12', '51', '51', '51', '51',127.0.0.1
'2019-05-27 11:45:13', '61', '61', '61', '61',127.0.0.1
'2019-05-27 11:45:13', '66', '66', '66', '66',127.0.0.1
'2019-05-27 11:45:14', '56', '56', '56', '56',127.0.0.1
'2019-05-27 11:45:16', '61', '61', '61', '61',127.0.0.1
'2019-05-27 11:45:18', '56', '56', '56', '56',127.0.0.1
'2019-05-27 11:45:18', '66', '66', '66', '66',127.0.0.1
'2019-05-27 11:45:19', '61', '61', '61', '61',127.0.0.1
'2019-05-27 11:45:21', '66', '66', '66', '66',127.0.0.1
'2019-05-27 11:45:23', '61', '61', '61', '61',127.0.0.1
'2019-05-27 11:45:24', '66', '66', '66', '66',127.0.0.1
'2019-05-27 11:45:28', '66', '66', '66', '66',127.0.0.1
'2019-05-27 11:53:12', '6', '6', '6', '6',127.0.0.1
'2019-05-27 11:53:14', '6', '6', '6', '6',127.0.0.1
'2019-05-27 11:53:16', '6', '6', '6', '6',127.0.0.1
'2019-05-27 11:53:17', '11', '11', '11', '11',127.0.0.1
'2019-05-27 11:53:19', '11', '11', '11', '11',127.0.0.1
'2019-05-27 11:53:20', '6', '6', '6', '6',127.0.0.1
'2019-05-27 11:53:21', '11', '11', '11', '11',127.0.0.1
'2019-05-27 11:53:22', '16', '16', '16', '16',127.0.0.1
'2019-05-27 11:53:23', '6', '6', '6', '6',127.0.0.1
'2019-05-27 11:53:24', '16', '16', '16', '16',127.0.0.1
'2019-05-27 11:53:25', '11', '11', '11', '11',127.0.0.1
'2019-05-27 11:53:27', '16', '16', '16', '16',127.0.0.1
'2019-05-27 11:53:27', '21', '21', '21', '21',127.0.0.1
'2019-05-27 11:53:28', '11', '11', '11', '11',127.0.0.1
'2019-05-27 11:53:29', '21', '21', '21', '21',127.0.0.1
'2019-05-27 11:53:30', '16', '16', '16', '16',127.0.0.1
'2019-05-27 11:53:32', '21', '21', '21', '21',127.0.0.1
'2019-05-27 11:53:32', '26', '26', '26', '26',127.0.0.1
'2019-05-27 11:53:33', '16', '16', '16', '16',127.0.0.1
'2019-05-27 11:53:35', '26', '26', '26', '26',127.0.0.1
'2019-05-27 12:06:06', '6', '6', '6', '6',127.0.0.1
'2019-05-27 12:06:07', '6', '6', '6', '6',127.0.0.1
'2019-05-27 12:06:10', '6', '6', '6', '6',127.0.0.1
'2019-05-27 12:06:12', '11', '11', '11', '11',127.0.0.1
'2019-05-27 12:06:12', '11', '11', '11', '11',127.0.0.1
'2019-05-27 12:06:14', '6', '6', '6', '6',127.0.0.1
'2019-05-27 12:06:15', '11', '11', '11', '11',127.0.0.1
'2019-05-27 12:06:16', '6', '6', '6', '6',127.0.0.1
'2019-05-27 12:06:17', '16', '16', '16', '16',127.0.0.1
'2019-05-27 12:06:17', '16', '16', '16', '16',127.0.0.1
'2019-05-27 12:06:19', '11', '11', '11', '11',127.0.0.1
'2019-05-27 12:06:20', '16', '16', '16', '16',127.0.0.1
'2019-05-27 12:06:21', '11', '11', '11', '11',127.0.0.1
'2019-05-27 12:06:22', '21', '21', '21', '21',127.0.0.1
'2019-05-27 12:06:22', '21', '21', '21', '21',127.0.0.1
'2019-05-27 12:06:24', '16', '16', '16', '16',127.0.0.1
'2019-05-27 12:06:25', '21', '21', '21', '21',127.0.0.1
'2019-05-27 12:06:26', '16', '16', '16', '16',127.0.0.1
'2019-05-27 12:06:27', '26', '26', '26', '26',127.0.0.1
'2019-05-27 12:06:27', '26', '26', '26', '26',127.0.0.1
'2019-05-27 12:06:29', '21', '21', '21', '21',127.0.0.1
'2019-05-27 12:06:30', '26', '26', '26', '26',127.0.0.1
'2019-05-27 12:06:31', '21', '21', '21', '21',127.0.0.1
'2019-05-27 12:06:32', '31', '31', '31', '31',127.0.0.1
'2019-05-27 12:06:32', '31', '31', '31', '31',127.0.0.1
'2019-05-27 12:06:34', '26', '26', '26', '26',127.0.0.1
'2019-05-27 12:06:35', '31', '31', '31', '31',127.0.0.1
'2019-05-27 12:06:37', '26', '26', '26', '26',127.0.0.1
'2019-05-27 12:06:37', '36', '36', '36', '36',127.0.0.1
'2019-05-27 12:06:37', '36', '36', '36', '36',127.0.0.1
'2019-05-27 12:06:39', '31', '31', '31', '31',127.0.0.1
'2019-05-27 12:06:41', '36', '36', '36', '36',127.0.0.1
'2019-05-27 12:06:42', '31', '31', '31', '31',127.0.0.1
'2019-05-27 12:06:42', '41', '41', '41', '41',127.0.0.1
'2019-05-27 12:06:42', '41', '41', '41', '41',127.0.0.1
'2019-05-27 12:06:44', '36', '36', '36', '36',127.0.0.1
'2019-05-27 12:06:46', '41', '41', '41', '41',127.0.0.1
'2019-05-27 12:06:47', '36', '36', '36', '36',127.0.0.1
'2019-05-27 12:06:47', '46', '46', '46', '46',127.0.0.1
'2019-05-27 12:06:47', '46', '46', '46', '46',127.0.0.1
'2019-05-27 12:06:50', '41', '41', '41', '41',127.0.0.1
'2019-05-27 12:06:51', '46', '46', '46', '46',127.0.0.1
'2019-05-27 12:06:52', '41', '41', '41', '41',127.0.0.1
'2019-05-27 12:06:53', '51', '51', '51', '51',127.0.0.1
'2019-05-27 12:06:53', '51', '51', '51', '51',127.0.0.1
'2019-05-27 12:06:55', '46', '46', '46', '46',127.0.0.1
'2019-05-27 12:06:56', '51', '51', '51', '51',127.0.0.1
'2019-05-27 12:06:57', '46', '46', '46', '46',127.0.0.1
'2019-05-27 12:06:58', '56', '56', '56', '56',127.0.0.1
'2019-05-27 12:06:58', '56', '56', '56', '56',127.0.0.1
'2019-05-27 12:07:00', '51', '51', '51', '51',127.0.0.1
'2019-05-27 12:07:01', '56', '56', '56', '56',127.0.0.1
'2019-05-27 12:07:02', '51', '51', '51', '51',127.0.0.1
'2019-05-27 12:07:03', '61', '61', '61', '61',127.0.0.1
'2019-05-27 12:07:03', '61', '61', '61', '61',127.0.0.1
'2019-05-27 12:07:05', '56', '56', '56', '56',127.0.0.1
'2019-05-27 12:07:06', '61', '61', '61', '61',127.0.0.1
'2019-05-27 12:07:07', '56', '56', '56', '56',127.0.0.1
'2019-05-27 12:07:08', '66', '66', '66', '66',127.0.0.1
'2019-05-27 12:07:08', '66', '66', '66', '66',127.0.0.1
'2019-05-27 12:07:10', '61', '61', '61', '61',127.0.0.1
'2019-05-27 12:07:11', '66', '66', '66', '66',127.0.0.1
'2019-05-27 12:07:12', '61', '61', '61', '61',127.0.0.1
'2019-05-27 12:07:13', '71', '71', '71', '71',127.0.0.1
'2019-05-27 12:07:13', '71', '71', '71', '71',127.0.0.1
'2019-05-27 12:07:15', '66', '66', '66', '66',127.0.0.1
'2019-05-27 12:07:16', '71', '71', '71', '71',127.0.0.1
'2019-05-27 12:07:18', '66', '66', '66', '66',127.0.0.1
'2019-05-27 12:07:18', '76', '76', '76', '76',127.0.0.1
'2019-05-27 12:07:18', '76', '76', '76', '76',127.0.0.1
'2019-05-27 12:07:20', '71', '71', '71', '71',127.0.0.1
'2019-05-27 12:07:21', '76', '76', '76', '76',127.0.0.1
'2019-05-27 12:07:23', '71', '71', '71', '71',127.0.0.1
'2019-05-27 12:07:23', '81', '81', '81', '81',127.0.0.1
'2019-05-27 12:07:23', '81', '81', '81', '81',127.0.0.1
'2019-05-27 12:07:25', '76', '76', '76', '76',127.0.0.1
'2019-05-27 12:07:27', '81', '81', '81', '81',127.0.0.1
'2019-05-27 12:07:28', '76', '76', '76', '76',127.0.0.1
'2019-05-27 12:07:28', '86', '86', '86', '86',127.0.0.1
'2019-05-27 12:07:28', '86', '86', '86', '86',127.0.0.1
'2019-05-27 12:07:30', '81', '81', '81', '81',127.0.0.1
'2019-05-27 12:07:32', '86', '86', '86', '86',127.0.0.1
'2019-05-27 12:07:33', '81', '81', '81', '81',127.0.0.1
'2019-05-27 12:07:33', '91', '91', '91', '91',127.0.0.1
'2019-05-27 12:07:33', '91', '91', '91', '91',127.0.0.1
'2019-05-27 12:07:36', '86', '86', '86', '86',127.0.0.1
'2019-05-27 12:07:37', '91', '91', '91', '91',127.0.0.1
'2019-05-27 16:13:43', '65', '65', '61', '78',127.0.0.1
'2019-05-27 16:13:48', '48', '46', '74', '64',127.0.0.1
'2019-05-27 16:13:53', '64', '36', '58', '36',127.0.0.1
'2019-05-27 16:13:58', '79', '51', '78', '43',127.0.0.1
'2019-05-27 16:14:03', '53', '61', '79', '79',127.0.0.1
'2019-05-27 16:14:09', '72', '62', '50', '58',127.0.0.1
'2019-05-27 16:14:10', '57', '57', '43', '62',127.0.0.1
'2019-05-27 16:14:13', '71', '60', '77', '50',127.0.0.1
'2019-05-27 16:14:14', '73', '69', '51', '59',127.0.0.1
'2019-05-27 16:14:15', '74', '61', '69', '65',127.0.0.1
'2019-05-27 16:14:15', '60', '41', '58', '58',127.0.0.1
'2019-05-27 16:14:17', '53', '78', '72', '49',127.0.0.1
'2019-05-27 16:14:18', '78', '79', '64', '56',127.0.0.1
'2019-05-27 16:14:19', '69', '67', '31', '52',127.0.0.1
'2019-05-27 16:14:20', '44', '35', '67', '58',127.0.0.1
'2019-05-27 16:14:20', '43', '39', '71', '70',127.0.0.1
'2019-05-27 16:14:22', '54', '43', '34', '65',127.0.0.1
'2019-05-27 16:14:23', '78', '59', '76', '40',127.0.0.1
'2019-05-27 16:14:24', '39', '59', '31', '64',127.0.0.1
'2019-05-27 16:14:25', '77', '62', '70', '30',127.0.0.1
'2019-05-27 16:14:25', '34', '41', '53', '59',127.0.0.1
'2019-05-27 16:14:27', '77', '41', '61', '61',127.0.0.1
'2019-05-27 16:14:28', '70', '32', '63', '78',127.0.0.1
'2019-05-27 16:14:29', '33', '36', '73', '48',127.0.0.1
'2019-05-27 16:14:30', '38', '51', '74', '49',127.0.0.1
'2019-05-27 16:14:30', '52', '46', '56', '77',127.0.0.1
'2019-05-27 16:14:32', '67', '68', '60', '65',127.0.0.1
'2019-05-27 16:14:33', '73', '46', '78', '76',127.0.0.1
'2019-05-27 16:14:34', '45', '42', '63', '43',127.0.0.1
'2019-05-27 16:14:35', '61', '50', '52', '67',127.0.0.1
'2019-05-27 16:14:35', '30', '72', '55', '46',127.0.0.1
'2019-05-27 16:14:37', '75', '77', '75', '65',127.0.0.1
'2019-05-27 16:14:38', '42', '46', '49', '64',127.0.0.1
'2019-05-27 16:14:39', '62', '66', '36', '58',127.0.0.1
'2019-05-27 16:14:40', '68', '74', '73', '54',127.0.0.1
'2019-05-27 16:14:40', '45', '33', '55', '36',127.0.0.1
'2019-05-27 16:14:42', '57', '68', '56', '66',127.0.0.1
'2019-05-27 16:14:43', '33', '45', '30', '65',127.0.0.1
'2019-05-27 16:14:44', '79', '77', '59', '33',127.0.0.1
'2019-05-27 16:14:45', '64', '47', '31', '39',127.0.0.1
'2019-05-27 16:14:45', '67', '75', '68', '53',127.0.0.1
'2019-05-27 16:14:47', '44', '75', '67', '71',127.0.0.1
'2019-05-27 16:14:48', '54', '44', '54', '63',127.0.0.1
'2019-05-27 16:14:49', '73', '68', '76', '78',127.0.0.1
'2019-05-27 16:14:50', '35', '78', '47', '63',127.0.0.1
'2019-05-27 16:14:50', '53', '43', '38', '46',127.0.0.1
'2019-05-27 16:14:52', '33', '52', '53', '54',127.0.0.1
'2019-05-27 16:14:53', '78', '69', '43', '63',127.0.0.1
'2019-05-27 16:14:54', '36', '69', '41', '70',127.0.0.1
'2019-05-27 16:14:55', '45', '72', '46', '63',127.0.0.1
'2019-05-27 16:14:56', '60', '79', '71', '69',127.0.0.1
'2019-05-27 16:14:58', '60', '50', '72', '50',127.0.0.1
'2019-05-27 16:14:59', '31', '61', '71', '65',127.0.0.1
'2019-05-27 16:15:00', '40', '60', '60', '71',127.0.0.1
'2019-05-27 16:15:01', '79', '33', '47', '66',127.0.0.1
'2019-05-27 16:15:01', '79', '44', '45', '31',127.0.0.1
'2019-05-27 16:15:03', '53', '34', '77', '64',127.0.0.1
'2019-05-27 16:15:04', '75', '70', '66', '36',127.0.0.1
'2019-05-27 16:15:05', '75', '42', '48', '70',127.0.0.1
'2019-05-27 16:15:06', '41', '62', '45', '55',127.0.0.1
'2019-05-27 16:15:06', '71', '67', '44', '69',127.0.0.1
